met,Feature Dataset,Feature Class,SourceAttribute,DestinationAttribute,String Type,Definition,Notes
MTA.collisionsCREATED_DATE,MTA.Traffic,MTA.collisions,CREATED_DATE,Do Not Publish,,,
MTA.collisionsLAST_EDITED_USER,MTA.Traffic,MTA.collisions,LAST_EDITED_USER,Do Not Publish,,,
MTA.collisionsLAST_EDITED_DATE,MTA.Traffic,MTA.collisions,LAST_EDITED_DATE,Last Edited Date,,,
MTA.stopsignsOBJECTID,MTA.Traffic,MTA.stopsigns,OBJECTID,Object ID,,,
MTA.stopsignsSTREET,MTA.Traffic,MTA.stopsigns,STREET,Street,,,
MTA.stopsignsX_STREET,MTA.Traffic,MTA.stopsigns,X_STREET,Cross Street,,,
MTA.stopsignsDIRECTION,MTA.Traffic,MTA.stopsigns,DIRECTION,Direction,," NE,SW,SE,NW",
MTA.stopsignsST_FACING,MTA.Traffic,MTA.stopsigns,ST_FACING,Facing Street,,,
MTA.stopsignsDIST,MTA.Traffic,MTA.stopsigns,DIST,Distance,,,
MTA.stopsignsCNN,MTA.Traffic,MTA.stopsigns,CNN,CNN Segment ID,, Center Line Network Node,
MTA.stopsignsCONCATENAT,MTA.Traffic,MTA.stopsigns,CONCATENAT,Do Not Publish,,,
MTA.stopsignsDATE_ADDED,MTA.Traffic,MTA.stopsigns,DATE_ADDED,Do Not Publish,,,
MTA.stopsignsSHAPE,MTA.Traffic,MTA.stopsigns,SHAPE,Do Not Publish,,,
MTA.stopsignsCREATOR,MTA.Traffic,MTA.stopsigns,CREATOR,Do Not Publish,,,
MTA.stopsignsCREATED,MTA.Traffic,MTA.stopsigns,CREATED,Do Not Publish,,,
MTA.stopsignsEDITOR,MTA.Traffic,MTA.stopsigns,EDITOR,Do Not Publish,,,
MTA.stopsignsEDITED,MTA.Traffic,MTA.stopsigns,EDITED,Last Edited Date,,,
MTA.signalsOBJECTID,MTA.Traffic,MTA.signals,OBJECTID,Object ID,,,
MTA.signalsCNN,MTA.Traffic,MTA.signals,CNN,CNN Segment ID,," San Francisco’s street centerline network unique ID If there is more than one type of equipment at an intersection or mid-block segment, the unique ID will be based on the CNN plus 1 or 2",
MTA.signalsCODE,MTA.Traffic,MTA.signals,CODE,Code,,,
MTA.signalsCNN_1,MTA.Traffic,MTA.signals,CNN_1,Do Not Publish,,,
MTA.signalsSTREET1,MTA.Traffic,MTA.signals,STREET1,Cross Street 1,, Cross street #1,
MTA.signalsSTREET2,MTA.Traffic,MTA.signals,STREET2,Cross Street 2,, Cross street #2,
MTA.signalsDETECTION,MTA.Traffic,MTA.signals,DETECTION,Detection Type,, Type of detection used to activate traffic signal preempt,
MTA.signalsSTREET3,MTA.Traffic,MTA.signals,STREET3,Cross Street 3,, Cross street #3,
MTA.signalsSUP_DIST,MTA.Traffic,MTA.signals,SUP_DIST,Supervisor District,, Supervisorial district(s),
MTA.signalsSTREET4,MTA.Traffic,MTA.signals,STREET4,Cross Street 4,, Cross street #4,
MTA.signalsSIG_NUM,MTA.Traffic,MTA.signals,SIG_NUM,Do Not Publish,, Maintenance field for Traffic Signal Shop,
MTA.signalsTYPE,MTA.Traffic,MTA.signals,TYPE,Equipment Type,," Type of equipment present at this location--SIGNAL-Traffic signal,FLASHER- Traffic signal that is always on flashing mode,BEACON-Flashing yellow warning light,PENDING- Pending signal location, programmed and/or under construction,FUTURE- Candidate intersection for new signals contract, not yet funded,CALTRANS- Traffic Signal maintained and operated by the State,Others- DALY CITY, LIGHTED CROSSWALK, MESSAGE SIGN, LANE CONTROL, MASTER, NEW BEACON",
MTA.signalsIC_MAKE,MTA.Traffic,MTA.signals,IC_MAKE,Do Not Publish,, Manufacturer of traffic signal controller,
MTA.signalsMODEL,MTA.Traffic,MTA.signals,MODEL,Do Not Publish,, Model of traffic signal controller,
MTA.signalsCABINET_SI,MTA.Traffic,MTA.signals,CABINET_SI,Do Not Publish,, Size and type of traffic signal controller cabinet,
MTA.signalsSYSTEM_NUM,MTA.Traffic,MTA.signals,SYSTEM_NUM,Do Not Publish,, Number indicating to which system a signal belongs,
MTA.signalsMASTER,MTA.Traffic,MTA.signals,MASTER,Do Not Publish,, Identifies location of system master or TBC system reference intersection,
MTA.signalsBBS,MTA.Traffic,MTA.signals,BBS,Do Not Publish,, Indicates presence of battery backup system (BBS),
MTA.signalsVEH_ACTUAT,MTA.Traffic,MTA.signals,VEH_ACTUAT,Vehicle Actuation,,,
MTA.signalsPED_SIGNAL,MTA.Traffic,MTA.signals,PED_SIGNAL,Pedestrian Signal,," Indicates presence of pedestrian signals--ALL- Pedestrian signals for all open crosswalks,SOME PHASES- pedestrian signals only across some crosswalks,NONE- no pedestrian signals for any crosswalks,PENDING- pending additional pedestrian signals to be installed as part of a signal project (upgrade, modification, or new signals) which is under design or construction and not yet completed",
MTA.signalsPED_ACTUAT,MTA.Traffic,MTA.signals,PED_ACTUAT,Pedestrian Actuation,,,
MTA.signalsMANUAL_CON,MTA.Traffic,MTA.signals,MANUAL_CON,Do Not Publish,,,
MTA.signalsTBC,MTA.Traffic,MTA.signals,TBC,Do Not Publish,, Indicates presence and type of time based clock (TBC),
MTA.signalsINTERCONNE,MTA.Traffic,MTA.signals,INTERCONNE,Do Not Publish,,,
MTA.signalsPREEMPT_PR,MTA.Traffic,MTA.signals,PREEMPT_PR,Preemption Priority,," Indicates presence and order of priority of traffic signal preempts, including TSP (Transit Signal Prioritization)",
MTA.signalsD_ATE2070,MTA.Traffic,MTA.signals,D_ATE2070,Do Not Publish,, Date when traffic signal controller was upgraded to type 2070,
MTA.signalsPROJECT_NE,MTA.Traffic,MTA.signals,PROJECT_NE,Most Recent Project,,,
MTA.signalsPROJECT_OL,MTA.Traffic,MTA.signals,PROJECT_OL,Previous Project,,,
MTA.signalsUPGRADED,MTA.Traffic,MTA.signals,UPGRADED,Upgraded,,,
MTA.signalsYR_OF_CONT,MTA.Traffic,MTA.signals,YR_OF_CONT,Year of Contract,,,
MTA.signalsLAST_UPGRA,MTA.Traffic,MTA.signals,LAST_UPGRA,Last Upgraded,,,
MTA.signalsNEW_SIGNAL,MTA.Traffic,MTA.signals,NEW_SIGNAL,New Signals Project,,,
MTA.signalsMOD_PROJEC,MTA.Traffic,MTA.signals,MOD_PROJEC,Modification Project,,,
MTA.signalsFULL_UPGRA,MTA.Traffic,MTA.signals,FULL_UPGRA,Full Upgrade Project,,,
MTA.signalsBEACON_FLA,MTA.Traffic,MTA.signals,BEACON_FLA,Beacon Flasher,,,
MTA.signalsFUNDING,MTA.Traffic,MTA.signals,FUNDING,Funding Source,, Source of funds used to pay for signal contract,
MTA.signalsRLCAM,MTA.Traffic,MTA.signals,RLCAM,Red Light Camera,, “YES” if intersection has red light camera system,
MTA.signalsSTARTYEAR,MTA.Traffic,MTA.signals,STARTYEAR,Start Year,, Year equipment (traffic signal) began operation if known,
MTA.signalsCALTRANS_R,MTA.Traffic,MTA.signals,CALTRANS_R,CALTRANS Route,,,
MTA.signalsCALTRANS,MTA.Traffic,MTA.signals,CALTRANS,Maintained CALTRANS,,,
MTA.signalsPERCENT_C,MTA.Traffic,MTA.signals,PERCENT_C,Percent Caltrans Maintenance,, Percent of maintenance paid by Caltrans,
MTA.signalsSF,MTA.Traffic,MTA.signals,SF,Maintained SF,, “X” if signals are maintained in part by City of San Francisco,
MTA.signalsPERCENT_SF,MTA.Traffic,MTA.signals,PERCENT_SF,Percent SF Maintenance,, Percent of maintenance paid by City of San Francisco,
MTA.signalsPERCENT_PO,MTA.Traffic,MTA.signals,PERCENT_PO,Percent Port Maintenance,,,
MTA.signalsLAMP_ASSGN,MTA.Traffic,MTA.signals,LAMP_ASSGN,Do Not Publish,, Maintenance field for Traffic Signal Shop,
MTA.signalsLAMP_SORT,MTA.Traffic,MTA.signals,LAMP_SORT,Do Not Publish,, Maintenance field for Traffic Signal Shop,
MTA.signalsSORT_ME,MTA.Traffic,MTA.signals,SORT_ME,Do Not Publish,, Maintenance field for Traffic Signal Shop,
MTA.signalsAPS,MTA.Traffic,MTA.signals,APS,Do Not Publish,, Indicates presence and model of accessible pedestrian signal (APS) push buttons as well as which project the APS units were installed by,
MTA.signalsSHAPE,MTA.Traffic,MTA.signals,SHAPE,Do Not Publish,,,
MTA.signalsCREATED_USER,MTA.Traffic,MTA.signals,CREATED_USER,Do Not Publish,,,
MTA.signalsCREATED_DATE,MTA.Traffic,MTA.signals,CREATED_DATE,Do Not Publish,,,
MTA.signalsLAST_EDITED_USER,MTA.Traffic,MTA.signals,LAST_EDITED_USER,Do Not Publish,,,
MTA.signalsLAST_EDITED_DATE,MTA.Traffic,MTA.signals,LAST_EDITED_DATE,Last Edited Date,,,
MTA.speedlimitsOBJECTID_1,MTA.Traffic,MTA.speedlimits,OBJECTID_1,Object ID,,,
MTA.speedlimitsCNN,MTA.Traffic,MTA.speedlimits,CNN,CNN Segment ID,,,
MTA.speedlimitsSTREET,MTA.Traffic,MTA.speedlimits,STREET,Street Name,,,
MTA.speedlimitsST_TYPE,MTA.Traffic,MTA.speedlimits,ST_TYPE,Street Type,,,
MTA.speedlimitsFROM_ST,MTA.Traffic,MTA.speedlimits,FROM_ST,From Street,,,
MTA.speedlimitsTO_ST,MTA.Traffic,MTA.speedlimits,TO_ST,To Street,,,
MTA.speedlimitsSPEEDLIMIT,MTA.Traffic,MTA.speedlimits,SPEEDLIMIT,Speed Limit,, Max speed limit for that street segment (values of 0 -- default speed limit of 25 mph),
MTA.speedlimitsSHAPE,MTA.Traffic,MTA.speedlimits,SHAPE,Do Not Publish,,,
MTA.speedlimitsCREATED_USER,MTA.Traffic,MTA.speedlimits,CREATED_USER,Do Not Publish,,,
MTA.speedlimitsCREATED_DATE,MTA.Traffic,MTA.speedlimits,CREATED_DATE,Do Not Publish,,,
MTA.speedlimitsLAST_EDITED_USER,MTA.Traffic,MTA.speedlimits,LAST_EDITED_USER,Do Not Publish,,,
MTA.speedlimitsLAST_EDITED_DATE,MTA.Traffic,MTA.speedlimits,LAST_EDITED_DATE,Last Edited Date,,,
MTA.speedlimitsSHAPE.LEN,MTA.Traffic,MTA.speedlimits,SHAPE.LEN,Do Not Publish,,,
MTA.temp_street_closuresOBJECTID,MTA.Traffic,MTA.temp_street_closures,OBJECTID,Object ID,,,
MTA.temp_street_closuresEVENTNAME,MTA.Traffic,MTA.temp_street_closures,EVENTNAME,,,,
MTA.temp_street_closuresSTARTDATE,MTA.Traffic,MTA.temp_street_closures,STARTDATE,,,,
MTA.temp_street_closuresSTARTTIME,MTA.Traffic,MTA.temp_street_closures,STARTTIME,,,,
MTA.temp_street_closuresENDDATE,MTA.Traffic,MTA.temp_street_closures,ENDDATE,,,,
MTA.temp_street_closuresENDTIME,MTA.Traffic,MTA.temp_street_closures,ENDTIME,,,,
MTA.temp_street_closuresLOCATIONDESC,MTA.Traffic,MTA.temp_street_closures,LOCATIONDESC,,,,
MTA.temp_street_closuresEVENTTYPE,MTA.Traffic,MTA.temp_street_closures,EVENTTYPE,,,,
MTA.temp_street_closuresSTATUS,MTA.Traffic,MTA.temp_street_closures,STATUS,,,,
MTA.temp_street_closuresMONDAY,MTA.Traffic,MTA.temp_street_closures,MONDAY,,,,
MTA.temp_street_closuresTUESDAY,MTA.Traffic,MTA.temp_street_closures,TUESDAY,,,,
MTA.temp_street_closuresWEDNESDAY,MTA.Traffic,MTA.temp_street_closures,WEDNESDAY,,,,
MTA.temp_street_closuresTHURSDAY,MTA.Traffic,MTA.temp_street_closures,THURSDAY,,,,
MTA.temp_street_closuresFRIDAY,MTA.Traffic,MTA.temp_street_closures,FRIDAY,,,,
MTA.temp_street_closuresSATURDAY,MTA.Traffic,MTA.temp_street_closures,SATURDAY,,,,
MTA.temp_street_closuresSUNDAY,MTA.Traffic,MTA.temp_street_closures,SUNDAY,,,,
MTA.temp_street_closuresNOTES,MTA.Traffic,MTA.temp_street_closures,NOTES,,,,
MTA.temp_street_closuresRECURRANCE,MTA.Traffic,MTA.temp_street_closures,RECURRANCE,,,,
MTA.temp_street_closuresCREATEDBY,MTA.Traffic,MTA.temp_street_closures,CREATEDBY,Do Not Publish,,,
MTA.temp_street_closuresCREATEDATE,MTA.Traffic,MTA.temp_street_closures,CREATEDATE,Do Not Publish,,,
MTA.temp_street_closuresUPDATEDBY,MTA.Traffic,MTA.temp_street_closures,UPDATEDBY,,,,
MTA.temp_street_closuresUPDATEDATE,MTA.Traffic,MTA.temp_street_closures,UPDATEDATE,,,,
MTA.temp_street_closuresSHAPE,MTA.Traffic,MTA.temp_street_closures,SHAPE,Do Not Publish,,,
MTA.temp_street_closuresCREATED_USER,MTA.Traffic,MTA.temp_street_closures,CREATED_USER,Do Not Publish,,,
MTA.temp_street_closuresCREATED_DATE,MTA.Traffic,MTA.temp_street_closures,CREATED_DATE,Do Not Publish,,,
MTA.temp_street_closuresLAST_EDITED_USER,MTA.Traffic,MTA.temp_street_closures,LAST_EDITED_USER,Do Not Publish,,,
MTA.temp_street_closuresLAST_EDITED_DATE,MTA.Traffic,MTA.temp_street_closures,LAST_EDITED_DATE,Last Edited Date,,,
MTA.temp_street_closuresSHAPE.LEN,MTA.Traffic,MTA.temp_street_closures,SHAPE.LEN,Do Not Publish,,,
MTA.vehiclerestrictionsOBJECTID,MTA.Traffic,MTA.vehiclerestrictions,OBJECTID,Object ID,,,
MTA.vehiclerestrictionsCNN,MTA.Traffic,MTA.vehiclerestrictions,CNN,CNN ID,,,
MTA.vehiclerestrictionsSTREET,MTA.Traffic,MTA.vehiclerestrictions,STREET,Street Name,,,
MTA.vehiclerestrictionsST_TYPE,MTA.Traffic,MTA.vehiclerestrictions,ST_TYPE,Street Type,,,
MTA.vehiclerestrictionsFROM_ST,MTA.Traffic,MTA.vehiclerestrictions,FROM_ST,From Street,,,
MTA.vehiclerestrictionsTO_ST,MTA.Traffic,MTA.vehiclerestrictions,TO_ST,To Street,,,
MTA.vehiclerestrictionsSHAPE,MTA.Traffic,MTA.vehiclerestrictions,SHAPE,Do Not Publish,,,
MTA.vehiclerestrictionsRSTR_WEIGHT,MTA.Traffic,MTA.vehiclerestrictions,RSTR_WEIGHT,Restriction Weight,," Type of weight restriction, if applicable",
MTA.vehiclerestrictionsRSTR_OTHER,MTA.Traffic,MTA.vehiclerestrictions,RSTR_OTHER,Restriction Other,, Other restrictions such as interurban bus restriction,
MTA.vehiclerestrictionsCREATED_USER,MTA.Traffic,MTA.vehiclerestrictions,CREATED_USER,Do Not Publish,,,
MTA.vehiclerestrictionsCREATED_DATE,MTA.Traffic,MTA.vehiclerestrictions,CREATED_DATE,Do Not Publish,,,
MTA.vehiclerestrictionsLAST_EDITED_USER,MTA.Traffic,MTA.vehiclerestrictions,LAST_EDITED_USER,Do Not Publish,,,
MTA.vehiclerestrictionsLAST_EDITED_DATE,MTA.Traffic,MTA.vehiclerestrictions,LAST_EDITED_DATE,Last Edited Date,,,
MTA.vehiclerestrictionsSHAPE.LEN,MTA.Traffic,MTA.vehiclerestrictions,SHAPE.LEN,Do Not Publish,,,
MTA.clearanceheightsOBJECTID,MTA.Traffic,MTA.clearanceheights,OBJECTID,Object ID,,,
MTA.clearanceheightsTYPE,MTA.Traffic,MTA.clearanceheights,TYPE,Type,," Overpass, Pedestrian bridge, Tunnel, Railroad",
MTA.clearanceheightsLOCATION,MTA.Traffic,MTA.clearanceheights,LOCATION,Location,,,
MTA.clearanceheightsHEIGHT,MTA.Traffic,MTA.clearanceheights,HEIGHT,Height,, Clearance height of that location,
MTA.clearanceheightsCOMMENTS,MTA.Traffic,MTA.clearanceheights,COMMENTS,Comments,,,
MTA.clearanceheightsSHAPE,MTA.Traffic,MTA.clearanceheights,SHAPE,Do Not Publish,,,
MTA.clearanceheightsCREATED_USER,MTA.Traffic,MTA.clearanceheights,CREATED_USER,Do Not Publish,,,
MTA.clearanceheightsCREATED_DATE,MTA.Traffic,MTA.clearanceheights,CREATED_DATE,Do Not Publish,,,
MTA.clearanceheightsLAST_EDITED_USER,MTA.Traffic,MTA.clearanceheights,LAST_EDITED_USER,Do Not Publish,,,
MTA.clearanceheightsLAST_EDITED_DATE,MTA.Traffic,MTA.clearanceheights,LAST_EDITED_DATE,Last Edited Date,,,
MTA.speedbumpsOBJECTID_1,MTA.Traffic,MTA.speedbumps,OBJECTID_1,Object ID,,,
MTA.speedbumpsOBJECTID,MTA.Traffic,MTA.speedbumps,OBJECTID,Do Not Publish,,,
MTA.speedbumpsSTREETNAME,MTA.Traffic,MTA.speedbumps,STREETNAME,Street Name,,,
MTA.speedbumpsFROM_ST,MTA.Traffic,MTA.speedbumps,FROM_ST,From Street,,,
MTA.speedbumpsTO_ST,MTA.Traffic,MTA.speedbumps,TO_ST,To Street,,,
MTA.speedbumpsCNN,MTA.Traffic,MTA.speedbumps,CNN,CNN ID,,,
MTA.speedbumpsSHAPE,MTA.Traffic,MTA.speedbumps,SHAPE,Do Not Publish,,,
MTA.speedbumpsCREATED_USER,MTA.Traffic,MTA.speedbumps,CREATED_USER,Do Not Publish,,,
MTA.speedbumpsCREATED_DATE,MTA.Traffic,MTA.speedbumps,CREATED_DATE,Do Not Publish,,,
MTA.speedbumpsLAST_EDITED_USER,MTA.Traffic,MTA.speedbumps,LAST_EDITED_USER,Do Not Publish,,,
MTA.speedbumpsLAST_EDITED_DATE,MTA.Traffic,MTA.speedbumps,LAST_EDITED_DATE,Last Edited Date,,,
MTA.DPH_veh_hgh_injry_crrdrOBJECTID,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,OBJECTID,Object ID,,,
MTA.DPH_veh_hgh_injry_crrdrCNN_SGMT_PKEY,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,CNN_SGMT_PKEY,,, This attribute is the same as Centerline Network Number Unique ID (CNN) found in other road network feature classes throughout the city,
MTA.DPH_veh_hgh_injry_crrdrSTREET_NAME,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,STREET_NAME,,, Street name excluding prefix and suffix,
MTA.DPH_veh_hgh_injry_crrdrSTREET_TYPE,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,STREET_TYPE,,, Street suffix,
MTA.DPH_veh_hgh_injry_crrdrSTREET_LAYER,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,STREET_LAYER,,, SFDPW street classification,
MTA.DPH_veh_hgh_injry_crrdrFULL_STREET_NAME,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,FULL_STREET_NAME,,, Full street name including suffix,
MTA.DPH_veh_hgh_injry_crrdrCLASS_CODE,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,CLASS_CODE,,, Class code used for symbolizing,
MTA.DPH_veh_hgh_injry_crrdrGIS_LENGTH_MILES,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,GIS_LENGTH_MILES,,, Street length representing duel carriage ways as one street segment instead of two,
MTA.DPH_veh_hgh_injry_crrdrDUEL_CAR_WAY_YN,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,DUEL_CAR_WAY_YN,,, Street is represented as a duel carriage way,
MTA.DPH_veh_hgh_injry_crrdrDUEL_CAR_WAY_ID,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,DUEL_CAR_WAY_ID,,, Unique ID assigned for each side of a duel carriage way,
MTA.DPH_veh_hgh_injry_crrdrCORRECTED_LENGTH_MILES,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,CORRECTED_LENGTH_MILES,,, Street length representing duel carriage ways as one street segment instead of two,
MTA.DPH_veh_hgh_injry_crrdrF_NODE_CNN_INTRSCTN_FKEY,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,F_NODE_CNN_INTRSCTN_FKEY,,, Unique intersection ID at start of street segment,
MTA.DPH_veh_hgh_injry_crrdrT_NODE_CNN_INTRSCTN_FKEY,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,T_NODE_CNN_INTRSCTN_FKEY,,, Unique intersection ID at end of street segment,
MTA.DPH_veh_hgh_injry_crrdrSHAPE_LENGTH,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,SHAPE_LENGTH,Do Not Publish,, Object length created by ArcGIS,
MTA.DPH_veh_hgh_injry_crrdrSGMT_VEH_HGH_INJRY_CRRDR_PKEY,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,SGMT_VEH_HGH_INJRY_CRRDR_PKEY,,, Unique identifier used by TransBASE,
MTA.DPH_veh_hgh_injry_crrdrVHIC_YN,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,VHIC_YN,,,,
MTA.DPH_veh_hgh_injry_crrdrVHIC_CODE,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,VHIC_CODE,,, Unique code created for each vehicle high injury corridor,
MTA.DPH_veh_hgh_injry_crrdrVHIC_NAME,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,VHIC_NAME,,, Name of each vehicle high injury corridor,
MTA.DPH_veh_hgh_injry_crrdrCROSS_STREET_1,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,CROSS_STREET_1,,, Starting cross street for vehicle high injury corridor,
MTA.DPH_veh_hgh_injry_crrdrCROSS_STREET_2,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,CROSS_STREET_2,,, Ending cross street for vehicle high injury corridor,
MTA.DPH_veh_hgh_injry_crrdrGEOM,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,GEOM,,, PostGIS/ArcGIS geometry identifier,
MTA.DPH_veh_hgh_injry_crrdrCREATED_USER,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,CREATED_USER,Do Not Publish,,,
MTA.DPH_veh_hgh_injry_crrdrCREATED_DATE,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,CREATED_DATE,Do Not Publish,,,
MTA.DPH_veh_hgh_injry_crrdrLAST_EDITED_USER,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,LAST_EDITED_USER,Do Not Publish,,,
MTA.DPH_veh_hgh_injry_crrdrLAST_EDITED_DATE,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,LAST_EDITED_DATE,Last Edited Date,,,
MTA.DPH_veh_hgh_injry_crrdrGEOM.LEN,MTA.Traffic,MTA.DPH_veh_hgh_injry_crrdr,GEOM.LEN,,,,
MTA.speedlimits_schoolzonesOBJECTID_1,MTA.Traffic,MTA.speedlimits_schoolzones,OBJECTID_1,Object ID,,,
MTA.speedlimits_schoolzonesOBJECTID,MTA.Traffic,MTA.speedlimits_schoolzones,OBJECTID,Object ID,,,
MTA.speedlimits_schoolzonesCNN,MTA.Traffic,MTA.speedlimits_schoolzones,CNN,,,,
MTA.speedlimits_schoolzonesSTREET,MTA.Traffic,MTA.speedlimits_schoolzones,STREET,,, street name,
MTA.speedlimits_schoolzonesST_TYPE,MTA.Traffic,MTA.speedlimits_schoolzones,ST_TYPE,,, street type,
MTA.speedlimits_schoolzonesLF_FADD,MTA.Traffic,MTA.speedlimits_schoolzones,LF_FADD,,,,
MTA.speedlimits_schoolzonesLF_TOADD,MTA.Traffic,MTA.speedlimits_schoolzones,LF_TOADD,,,,
MTA.speedlimits_schoolzonesRT_FADD,MTA.Traffic,MTA.speedlimits_schoolzones,RT_FADD,,,,
MTA.speedlimits_schoolzonesRT_TOADD,MTA.Traffic,MTA.speedlimits_schoolzones,RT_TOADD,,,,
MTA.speedlimits_schoolzonesF_NODE_CNN,MTA.Traffic,MTA.speedlimits_schoolzones,F_NODE_CNN,,, intersection CNN from,
MTA.speedlimits_schoolzonesT_NODE_CNN,MTA.Traffic,MTA.speedlimits_schoolzones,T_NODE_CNN,,, intersection CNN to,
MTA.speedlimits_schoolzonesZIP_CODE,MTA.Traffic,MTA.speedlimits_schoolzones,ZIP_CODE,,, zip code,
MTA.speedlimits_schoolzonesDISTRICT,MTA.Traffic,MTA.speedlimits_schoolzones,DISTRICT,,, supervisorial district,
MTA.speedlimits_schoolzonesACCEPTED,MTA.Traffic,MTA.speedlimits_schoolzones,ACCEPTED,,,,
MTA.speedlimits_schoolzonesJURISDICTI,MTA.Traffic,MTA.speedlimits_schoolzones,JURISDICTI,,,,
MTA.speedlimits_schoolzonesNHOOD,MTA.Traffic,MTA.speedlimits_schoolzones,NHOOD,,,,
MTA.speedlimits_schoolzonesLAYER,MTA.Traffic,MTA.speedlimits_schoolzones,LAYER,,,,
MTA.speedlimits_schoolzonesCNNTEXT,MTA.Traffic,MTA.speedlimits_schoolzones,CNNTEXT,,, cnn as text field,
MTA.speedlimits_schoolzonesSTREETNAME,MTA.Traffic,MTA.speedlimits_schoolzones,STREETNAME,,, street name,
MTA.speedlimits_schoolzonesCLASSCODE,MTA.Traffic,MTA.speedlimits_schoolzones,CLASSCODE,,,,
MTA.speedlimits_schoolzonesSTREET_GC,MTA.Traffic,MTA.speedlimits_schoolzones,STREET_GC,,, street name,
MTA.speedlimits_schoolzonesSTREETNA_1,MTA.Traffic,MTA.speedlimits_schoolzones,STREETNA_1,,, street name,
MTA.speedlimits_schoolzonesSHAPE__LEN,MTA.Traffic,MTA.speedlimits_schoolzones,SHAPE__LEN,Do Not Publish,,,
MTA.speedlimits_schoolzonesF15MPH_STAT,MTA.Traffic,MTA.speedlimits_schoolzones,F15MPH_STAT,,,,
MTA.speedlimits_schoolzonesPARKINGLOT,MTA.Traffic,MTA.speedlimits_schoolzones,PARKINGLOT,,,,
MTA.speedlimits_schoolzonesSHAPE,MTA.Traffic,MTA.speedlimits_schoolzones,SHAPE,Do Not Publish,,,
MTA.speedlimits_schoolzonesCREATED_USER,MTA.Traffic,MTA.speedlimits_schoolzones,CREATED_USER,Do Not Publish,,,
MTA.speedlimits_schoolzonesCREATED_DATE,MTA.Traffic,MTA.speedlimits_schoolzones,CREATED_DATE,Do Not Publish,,,
MTA.speedlimits_schoolzonesLAST_EDITED_USER,MTA.Traffic,MTA.speedlimits_schoolzones,LAST_EDITED_USER,Do Not Publish,,,
MTA.speedlimits_schoolzonesLAST_EDITED_DATE,MTA.Traffic,MTA.speedlimits_schoolzones,LAST_EDITED_DATE,Last Edited Date,,,
MTA.speedlimits_schoolzonesSHAPE.LEN,MTA.Traffic,MTA.speedlimits_schoolzones,SHAPE.LEN,Do Not Publish,,,
MTA.tourbusroute_GGParkOBJECTID,MTA.Traffic,MTA.tourbusroute_GGPark,OBJECTID,Object ID,,,
MTA.tourbusroute_GGParkID,MTA.Traffic,MTA.tourbusroute_GGPark,ID,,,,
MTA.tourbusroute_GGParkSHAPE,MTA.Traffic,MTA.tourbusroute_GGPark,SHAPE,Do Not Publish,,,
MTA.tourbusroute_GGParkCREATED_USER,MTA.Traffic,MTA.tourbusroute_GGPark,CREATED_USER,Do Not Publish,,,
MTA.tourbusroute_GGParkCREATED_DATE,MTA.Traffic,MTA.tourbusroute_GGPark,CREATED_DATE,Do Not Publish,,,
MTA.tourbusroute_GGParkLAST_EDITED_USER,MTA.Traffic,MTA.tourbusroute_GGPark,LAST_EDITED_USER,Do Not Publish,,,
MTA.tourbusroute_GGParkLAST_EDITED_DATE,MTA.Traffic,MTA.tourbusroute_GGPark,LAST_EDITED_DATE,Last Edited Date,,,
MTA.tourbusroute_GGParkSHAPE.LEN,MTA.Traffic,MTA.tourbusroute_GGPark,SHAPE.LEN,Do Not Publish,,,
MTA.PL_betterstreetsplanOBJECTID_1,MTA.Traffic,MTA.PL_betterstreetsplan,OBJECTID_1,Object ID,,,
MTA.PL_betterstreetsplanOBJECTID,MTA.Traffic,MTA.PL_betterstreetsplan,OBJECTID,Object ID,,,
MTA.PL_betterstreetsplanCNN,MTA.Traffic,MTA.PL_betterstreetsplan,CNN,,,,
